timestamps,open,high,low,close,volume,amount
2026-07-06 09:15:00,57983.9,58352.75,57938.65,58303.2,0,0.0
2026-07-06 09:20:00,58308.95,58315.25,58166.55,58166.55,0,0.0
2026-07-06 09:25:00,58172.25,58178.85,58111.25,58137.4,0,0.0
2026-07-06 09:30:00,58139.6,58226.95,58131.05,58173.5,0,0.0
2026-07-06 09:35:00,58174.2,58214.15,58136.9,58154.3,0,0.0
2026-07-06 09:40:00,58154.3,58190.45,58134.4,58171.6,0,0.0
2026-07-06 09:45:00,58173.35,58312.45,58163.8,58273.2,0,0.0
2026-07-06 09:50:00,58281.25,58326.55,58271.3,58289.15,0,0.0
2026-07-06 09:55:00,58293.9,58305.55,58246.4,58300.55,0,0.0
2026-07-06 10:00:00,58301.25,58328.85,58275.7,58313.8,0,0.0
2026-07-06 10:05:00,58317.7,58355.2,58276.45,58346.05,0,0.0
2026-07-06 10:10:00,58344.05,58376.35,58270.3,58278.05,0,0.0
2026-07-06 10:15:00,58279.2,58317.25,58268.9,58294.45,0,0.0
2026-07-06 10:20:00,58294.3,58334.65,58275.6,58313.6,0,0.0
2026-07-06 10:25:00,58316.0,58374.25,58307.7,58338.1,0,0.0
2026-07-06 10:30:00,58339.85,58359.4,58290.7,58301.75,0,0.0
2026-07-06 10:35:00,58295.2,58305.5,58248.85,58259.25,0,0.0
2026-07-06 10:40:00,58261.2,58294.75,58250.35,58290.05,0,0.0
2026-07-06 10:45:00,58291.5,58343.2,58282.6,58336.25,0,0.0
2026-07-06 10:50:00,58338.35,58355.45,58272.3,58279.95,0,0.0
2026-07-06 10:55:00,58283.1,58323.05,58248.9,58323.05,0,0.0
2026-07-06 11:00:00,58325.55,58334.85,58284.15,58295.15,0,0.0
2026-07-06 11:05:00,58298.75,58329.35,58290.3,58308.2,0,0.0
2026-07-06 11:10:00,58307.45,58322.35,58285.2,58287.9,0,0.0
2026-07-06 11:15:00,58288.85,58290.3,58255.0,58273.95,0,0.0
2026-07-06 11:20:00,58288.55,58376.55,58273.4,58372.1,0,0.0
2026-07-06 11:25:00,58369.75,58388.8,58316.05,58329.6,0,0.0
2026-07-06 11:30:00,58328.7,58332.95,58299.0,58308.75,0,0.0
2026-07-06 11:35:00,58309.75,58314.55,58258.2,58258.2,0,0.0
2026-07-06 11:40:00,58257.2,58266.5,58219.4,58221.9,0,0.0
2026-07-06 11:45:00,58222.15,58256.9,58213.55,58241.6,0,0.0
2026-07-06 11:50:00,58238.85,58249.0,58215.6,58228.15,0,0.0
2026-07-06 11:55:00,58228.55,58283.6,58226.2,58282.4,0,0.0
2026-07-06 12:00:00,58284.45,58302.35,58265.45,58297.35,0,0.0
2026-07-06 12:05:00,58294.3,58361.15,58289.2,58358.8,0,0.0
2026-07-06 12:10:00,58348.8,58472.65,58340.65,58453.55,0,0.0
2026-07-06 12:15:00,58451.9,58473.35,58423.8,58443.7,0,0.0
2026-07-06 12:20:00,58438.9,58457.5,58421.6,58429.65,0,0.0
2026-07-06 12:25:00,58430.05,58447.6,58419.4,58430.2,0,0.0
2026-07-06 12:30:00,58428.35,58477.3,58418.35,58453.65,0,0.0
2026-07-06 12:35:00,58457.65,58462.65,58413.35,58417.0,0,0.0
2026-07-06 12:40:00,58416.7,58436.75,58383.3,58417.15,0,0.0
2026-07-06 12:45:00,58417.75,58418.25,58355.85,58375.4,0,0.0
2026-07-06 12:50:00,58383.65,58397.35,58339.6,58346.0,0,0.0
2026-07-06 12:55:00,58347.7,58415.2,58339.25,58412.9,0,0.0
2026-07-06 13:00:00,58411.15,58424.3,58372.7,58418.35,0,0.0
2026-07-06 13:05:00,58419.9,58456.95,58413.8,58456.95,0,0.0
2026-07-06 13:10:00,58443.6,58463.1,58432.0,58450.35,0,0.0
2026-07-06 13:15:00,58450.6,58458.2,58408.0,58411.5,0,0.0
2026-07-06 13:20:00,58416.05,58424.1,58395.3,58411.8,0,0.0
2026-07-06 13:25:00,58410.15,58419.7,58381.1,58416.7,0,0.0
2026-07-06 13:30:00,58408.05,58430.15,58397.35,58414.9,0,0.0
