date,window_start,predict_from,predict_to,given_end_price,actual_close,predicted_close
2026-07-09,09:55,11:50,12:00,817.7,819.0,817.4832
2026-07-09,10:05,12:00,12:10,819.0,819.75,819.0587
2026-07-09,10:15,12:10,12:20,819.75,819.95,818.5645
2026-07-09,10:25,12:20,12:30,819.95,819.1,819.28125
2026-07-09,10:35,12:30,12:40,819.1,819.85,818.46985
2026-07-09,10:45,12:40,12:50,819.85,820.75,819.0822
2026-07-09,10:55,12:50,13:00,820.75,821.55,819.6974
2026-07-09,11:05,13:00,13:10,821.55,821.1,820.9824
2026-07-09,11:15,13:10,13:20,821.1,820.6,821.2151
2026-07-09,11:25,13:20,13:30,820.6,821.3,820.7147
2026-07-09,11:35,13:30,13:40,821.3,821.95,820.7469
2026-07-09,11:45,13:40,13:50,821.95,821.95,822.1247
2026-07-09,11:55,13:50,14:00,821.95,821.2,820.91113
2026-07-09,12:05,14:00,14:10,821.2,821.0,821.5123
2026-07-09,12:15,14:10,14:20,821.0,820.9,820.921
2026-07-09,12:25,14:20,14:30,820.9,820.9,820.6226
2026-07-09,12:35,14:30,14:40,820.9,820.95,821.3689
2026-07-09,12:45,14:40,14:50,820.95,821.0,820.4119
2026-07-09,12:55,14:50,15:00,821.0,818.2,820.4884
2026-07-09,13:05,15:00,15:10,818.2,816.55,820.96783
2026-07-09,13:15,15:10,15:20,816.55,817.45,816.7119
2026-07-10,09:15,11:10,11:20,825.05,824.5,824.76825
2026-07-10,09:25,11:20,11:30,824.5,824.25,824.56665
2026-07-10,09:35,11:30,11:40,824.25,824.75,824.0807
2026-07-10,09:45,11:40,11:50,824.75,824.4,824.691
2026-07-10,09:55,11:50,12:00,824.4,825.65,824.9496
2026-07-10,10:05,12:00,12:10,825.65,823.9,825.1995
2026-07-10,10:15,12:10,12:20,823.9,823.65,823.917
2026-07-10,10:25,12:20,12:30,823.65,824.9,823.6557
2026-07-10,10:35,12:30,12:40,824.9,824.9,824.07086
2026-07-10,10:45,12:40,12:50,824.9,824.3,824.8708
2026-07-10,10:55,12:50,13:00,824.3,823.95,824.4457
2026-07-10,11:05,13:00,13:10,823.95,824.1,823.48566
2026-07-10,11:15,13:10,13:20,824.1,824.45,823.62036
2026-07-10,11:25,13:20,13:30,824.45,825.6,824.2363
2026-07-10,11:35,13:30,13:40,825.6,826.35,824.8431
2026-07-10,11:45,13:40,13:50,826.35,825.45,825.79016
2026-07-10,11:55,13:50,14:00,825.45,825.2,825.08417
2026-07-10,12:05,14:00,14:10,825.2,825.05,824.97485
2026-07-10,12:15,14:10,14:20,825.05,825.95,824.9885
2026-07-10,12:25,14:20,14:30,825.95,826.0,826.134
2026-07-10,12:35,14:30,14:40,826.0,826.0,826.3571
2026-07-10,12:45,14:40,14:50,826.0,826.1,826.07434
2026-07-10,12:55,14:50,15:00,826.1,825.65,825.8995
2026-07-10,13:05,15:00,15:10,825.65,825.0,827.5988
2026-07-10,13:15,15:10,15:20,825.0,823.5,826.0008
2026-07-13,09:15,11:10,11:20,820.0,820.0,820.52435
2026-07-13,09:25,11:20,11:30,820.0,818.95,819.5056
2026-07-13,09:35,11:30,11:40,818.95,817.85,819.2135
2026-07-13,09:45,11:40,11:50,817.85,818.5,818.94495
2026-07-13,09:55,11:50,12:00,818.5,817.8,818.03815
