timestamps,open,high,low,close,volume,amount
2025-12-01 09:15:00,1017.5,1017.5,1008.2,1009.0,2640492,2664256428.0
2025-12-01 10:15:00,1008.9,1009.3,1006.1,1008.7,1038475,1047509732.5
2025-12-01 11:15:00,1008.3,1009.3,1001.7,1002.6,2328326,2334379647.6
2025-12-01 12:15:00,1002.5,1003.8,999.3,1002.9,3118309,3127352096.1
2025-12-01 13:15:00,1002.9,1006.3,1002.3,1005.3,2063934,2074872850.1999998
2025-12-01 14:15:00,1005.4,1005.5,1000.4,1002.2,3239416,3246542715.2000003
2025-12-01 15:15:00,1002.2,1003.3,1001.2,1002.9,1168165,1171552678.5
2025-12-02 09:15:00,988.0,992.3,985.0,990.6,6004570,5948127042.0
2025-12-02 10:15:00,990.5,993.4,989.1,992.3,3483073,3456253337.8999996
2025-12-02 11:15:00,992.3,994.4,991.7,993.5,2330471,2315322938.5
2025-12-02 12:15:00,993.5,993.7,989.6,990.0,2446024,2421563760.0
2025-12-02 13:15:00,990.0,992.5,989.4,991.9,2768950,2746521505.0
2025-12-02 14:15:00,991.9,993.2,988.7,988.9,5874635,5809426551.5
2025-12-02 15:15:00,989.0,991.8,988.9,991.0,2380813,2359385683.0
2025-12-03 09:15:00,986.0,992.9,986.0,991.8,2384640,2365085952.0
2025-12-03 10:15:00,992.0,992.3,989.6,991.3,2309272,2289181333.6
2025-12-03 11:15:00,991.4,994.4,990.0,992.8,2313187,2296532053.6
2025-12-03 12:15:00,992.8,993.5,991.3,991.8,1112676,1103552056.8
2025-12-03 13:15:00,991.8,995.0,991.2,993.4,1797714,1785849087.6
2025-12-03 14:15:00,993.4,1001.9,993.4,1001.2,3538744,3542990492.8
2025-12-03 15:15:00,1001.3,1002.3,999.8,1000.1,1503343,1503493334.3
2025-12-04 09:15:00,1000.0,1003.0,997.0,1002.1,2184745,2189332964.5
2025-12-04 10:15:00,1002.1,1004.7,1001.6,1003.0,1418500,1422755500.0
2025-12-04 11:15:00,1003.0,1003.0,997.0,997.1,2217469,2211038339.9
2025-12-04 12:15:00,997.3,997.9,995.0,995.7,1526997,1520430912.9
2025-12-04 13:15:00,995.7,997.5,993.0,994.2,2089344,2077225804.8000002
2025-12-04 14:15:00,994.2,997.6,993.9,996.8,3330362,3319704841.6
2025-12-04 15:15:00,996.8,999.9,995.8,998.5,1222585,1220751122.5
2025-12-05 09:15:00,992.0,1002.5,990.2,1001.6,2691637,2695943619.2000003
2025-12-05 10:15:00,1001.2,1008.0,998.2,1004.2,2178523,2187672796.6
2025-12-05 11:15:00,1004.5,1005.5,1002.5,1002.8,872643,875086400.4
