timestamps,open,high,low,close,volume,amount
2024-08-30,828.0,831.0,810.6,818.4,445342100,364467974640.0
2024-09-02,823.4,823.4,811.6,813.5,34049680,27699414680.0
2024-09-03,817.0,820.0,812.3,818.7,37282860,30523477482.0
2024-09-04,819.5,822.4,816.0,820.9,24682744,20262064549.6
2024-09-05,823.0,825.0,821.0,822.7,22876318,18820346818.600002
2024-09-06,819.2,823.9,817.0,818.5,26029602,21305229237.0
2024-09-09,819.0,824.2,815.0,823.2,23792914,19586326804.8
2024-09-10,827.0,827.0,819.0,825.2,26606646,21955804279.2
2024-09-11,825.2,826.2,819.6,822.0,22226684,18270334248.0
2024-09-12,827.0,835.0,823.5,833.3,32424046,27018957531.8
2024-09-13,837.0,837.0,828.5,833.0,23860532,19875823156.0
2024-09-16,833.5,838.9,832.0,835.5,15172820,12676891110.0
2024-09-17,839.0,839.0,832.1,834.4,20127122,16794070596.8
2024-09-18,835.9,849.4,835.6,847.4,40917342,34673355610.799995
2024-09-19,849.6,859.5,849.6,854.2,30651776,26182747059.2
2024-09-20,858.2,872.5,853.8,870.6,60623386,52778719851.6
2024-09-23,874.5,883.2,870.1,879.9,26965350,23726811465.0
2024-09-24,882.5,890.8,877.1,884.0,33039036,29206507824.0
2024-09-25,880.1,894.0,880.1,889.6,31965312,28436341555.2
2024-09-26,886.5,894.0,884.0,891.7,31899644,28444912554.800003
2024-09-27,888.5,889.1,875.0,876.3,35613502,31208111802.6
2024-09-30,874.4,875.7,862.2,866.0,26383534,22848140444.0
2024-10-01,862.0,871.0,860.0,863.1,24572284,21208338320.4
2024-10-03,857.8,863.1,836.7,841.0,48473398,40766127718.0
2024-10-04,837.2,845.3,826.5,828.8,48683232,40348662681.6
2024-10-07,826.1,829.5,806.5,808.9,94458296,76407315634.4
2024-10-08,815.0,828.4,811.0,825.5,29734406,24545752153.0
2024-10-09,824.8,828.4,814.4,816.6,41125642,33583199257.2
2024-10-10,819.5,832.7,816.2,831.2,21754766,18082561499.2
2024-10-11,832.2,832.2,821.6,825.5,23672594,19541726347.0
2024-10-14,828.0,846.0,827.0,844.0,18527508,15637216752.0
2024-10-15,847.0,849.0,837.8,842.0,19651130,16546251460.0
2024-10-16,840.0,854.0,840.0,849.9,20470682,17398032631.8
2024-10-17,847.5,848.8,832.6,836.6,14695732,12294449391.2
2024-10-18,831.6,845.5,827.0,840.9,24809724,20862496911.6
2024-10-21,857.5,874.1,855.5,864.4,46548354,40236397197.6
2024-10-22,865.0,870.0,855.4,857.3,38875280,33327777544.0
2024-10-23,852.5,873.2,852.5,867.9,38036090,33011522511.0
2024-10-24,869.0,884.3,869.0,874.8,30832258,26972059298.399998
2024-10-25,877.5,878.9,864.4,871.7,26130478,22777937672.600002
2024-10-28,871.0,875.5,864.4,867.1,22012142,19086728328.2
2024-10-29,863.1,882.0,862.6,875.9,35794926,31352775683.399998
2024-10-30,871.0,877.4,862.1,867.3,32715724,28374347425.199997
2024-10-31,864.0,869.4,859.7,867.8,22895912,19869072433.6
2024-11-01,866.5,872.0,863.0,868.6,1759692,1528468471.2
2024-11-04,872.5,872.5,855.4,857.0,28089248,24072485536.0
2024-11-05,851.5,881.4,849.0,878.9,44232406,38875861633.4
2024-11-06,885.8,885.8,872.7,877.6,27787910,24386669816.0
2024-11-07,872.2,880.5,869.0,873.3,18895456,16501401724.8
2024-11-08,876.0,880.9,872.9,877.2,19902986,17458899319.2
2024-11-11,877.3,891.4,875.6,883.2,24565362,21696127718.4
2024-11-12,886.0,887.5,854.3,859.1,31395406,26971793294.600002
2024-11-13,858.4,864.7,836.5,840.7,35728500,30036949950.0
2024-11-14,836.6,852.4,836.0,846.4,27146470,22976772208.0
2024-11-18,850.0,859.4,847.5,852.6,27081968,23090085916.8
2024-11-19,857.0,876.9,851.4,871.1,50981272,44409786039.200005
2024-11-21,874.7,879.5,867.1,870.6,35716512,31094795347.2
2024-11-22,871.8,877.2,864.8,872.8,24773612,21622408553.6
2024-11-25,892.5,901.8,882.4,892.8,427737274,381883838227.19995
2024-11-26,905.0,905.0,884.9,892.8,30935566,27619273324.8
2024-11-27,895.0,908.7,892.6,906.2,32714976,29646311251.2
2024-11-28,909.5,918.0,894.0,896.6,35722392,32028696667.2
2024-11-29,900.6,902.3,891.4,898.0,27669536,24847243328.0
2024-12-02,901.8,904.1,887.5,902.4,15110876,13636054502.4
2024-12-03,911.4,918.7,908.0,913.2,43410242,39642232994.4
2024-12-04,919.0,932.5,915.6,930.0,44669084,41542248120.0
2024-12-05,930.0,940.0,917.6,932.9,39682714,37020003890.6
2024-12-06,928.5,932.1,922.0,927.9,17783156,16500990452.4
2024-12-09,926.8,940.0,924.5,935.0,26947912,25196297720.0
2024-12-10,938.8,938.8,929.3,934.0,13325480,12445998320.0
2024-12-11,930.8,936.0,928.4,931.6,14045426,13084718861.6
2024-12-12,925.5,934.3,924.4,929.6,17293790,16076307184.0
2024-12-13,931.2,937.5,914.6,935.9,19009002,17790524971.8
2024-12-16,932.6,935.0,927.6,932.6,13107082,12223664673.2
2024-12-17,928.2,931.2,913.2,916.6,21079532,19321499031.2
2024-12-18,914.9,918.0,903.6,905.4,23422312,21206561284.8
2024-12-19,899.8,900.6,889.5,896.8,25380770,22761474536.0
2024-12-20,891.1,898.8,883.5,885.8,25692348,22758281858.399998
2024-12-23,891.0,903.0,890.6,900.5,11044592,9945655096.0
2024-12-24,901.0,904.4,894.8,899.0,14485834,13022764766.0
2024-12-26,899.3,906.0,890.4,895.4,10481678,9385294481.199999
2024-12-27,897.4,903.0,894.6,899.1,7259330,6526863603.0
2024-12-30,896.1,907.5,885.5,889.0,22222218,19755551802.0
2024-12-31,885.2,890.9,882.8,886.4,14117236,12513517990.4
2025-01-01,886.7,897.0,880.6,891.4,7313806,6519526668.4
2025-01-02,888.6,901.7,886.5,896.9,18558576,16645186814.4
2025-01-03,895.5,897.6,873.2,874.6,24426194,21363149272.4
2025-01-06,870.0,878.6,852.9,855.2,18816348,16091740809.6
2025-01-07,857.5,860.5,850.0,856.7,13527906,11589357070.2
2025-01-08,854.1,855.8,841.7,847.2,19738190,16722194568.0
2025-01-09,842.1,844.5,829.0,833.9,40420222,33706423125.8
2025-01-10,835.5,837.4,827.0,828.4,17453280,14458297152.0
2025-01-13,820.0,823.4,812.2,815.4,21669066,17668956416.399998
