date,window_start,predict_from,predict_to,given_end_price,actual_close,predicted_close
2026-07-08,13:35,14:30,14:35,811.4,810.9,809.92
2026-07-08,13:40,14:35,14:40,810.9,810.75,808.4881
2026-07-08,13:45,14:40,14:45,810.75,808.7,810.76624
2026-07-08,13:50,14:45,14:50,808.7,807.8,807.9093
2026-07-08,13:55,14:50,14:55,807.8,809.1,807.8382
2026-07-08,14:00,14:55,15:00,809.1,809.75,808.3106
2026-07-08,14:05,15:00,15:05,809.75,811.15,811.15936
2026-07-08,14:10,15:05,15:10,811.15,811.15,811.13745
2026-07-08,14:15,15:10,15:15,811.15,810.8,810.8897
2026-07-08,14:20,15:15,15:20,810.8,810.35,811.1979
2026-07-08,14:25,15:20,15:25,810.35,809.45,811.117
2026-07-09,09:15,10:10,10:15,816.1,814.1,817.72656
2026-07-09,09:20,10:15,10:20,814.1,814.7,814.136
2026-07-09,09:25,10:20,10:25,814.7,814.6,815.1096
2026-07-09,09:30,10:25,10:30,814.6,814.8,814.6698
2026-07-09,09:35,10:30,10:35,814.8,814.9,815.37494
2026-07-09,09:40,10:35,10:40,814.9,816.9,814.9992
2026-07-09,09:45,10:40,10:45,816.9,814.65,816.5738
2026-07-09,09:50,10:45,10:50,814.65,816.2,814.58417
2026-07-09,09:55,10:50,10:55,816.2,817.85,816.24194
2026-07-09,10:00,10:55,11:00,817.85,818.15,816.44495
2026-07-09,10:05,11:00,11:05,818.15,818.5,816.3819
2026-07-09,10:10,11:05,11:10,818.5,819.0,817.76117
2026-07-09,10:15,11:10,11:15,819.0,819.4,819.33374
2026-07-09,10:20,11:15,11:20,819.4,818.65,819.3986
2026-07-09,10:25,11:20,11:25,818.65,820.0,819.2087
2026-07-09,10:30,11:25,11:30,820.0,819.35,820.10376
2026-07-09,10:35,11:30,11:35,819.35,818.9,819.0693
2026-07-09,10:40,11:35,11:40,818.9,818.85,818.9076
2026-07-09,10:45,11:40,11:45,818.85,817.6,819.20325
2026-07-09,10:50,11:45,11:50,817.6,817.7,818.0697
2026-07-09,10:55,11:50,11:55,817.7,817.25,817.80176
2026-07-09,11:00,11:55,12:00,817.25,819.0,818.1233
2026-07-09,11:05,12:00,12:05,819.0,818.7,818.2248
2026-07-09,11:10,12:05,12:10,818.7,819.75,818.45276
2026-07-09,11:15,12:10,12:15,819.75,819.6,819.5316
2026-07-09,11:20,12:15,12:20,819.6,819.95,818.9084
2026-07-09,11:25,12:20,12:25,819.95,820.1,820.05835
2026-07-09,11:30,12:25,12:30,820.1,819.1,819.6566
2026-07-09,11:35,12:30,12:35,819.1,819.95,819.7621
2026-07-09,11:40,12:35,12:40,819.95,819.85,819.79596
2026-07-09,11:45,12:40,12:45,819.85,819.2,819.4981
2026-07-09,11:50,12:45,12:50,819.2,820.75,819.29517
2026-07-09,11:55,12:50,12:55,820.75,820.5,819.66907
2026-07-09,12:00,12:55,13:00,820.5,821.55,819.8289
2026-07-09,12:05,13:00,13:05,821.55,821.25,821.4704
2026-07-09,12:10,13:05,13:10,821.25,821.1,821.4952
2026-07-09,12:15,13:10,13:15,821.1,820.75,820.77203
2026-07-09,12:20,13:15,13:20,820.75,820.6,820.9451
2026-07-09,12:25,13:20,13:25,820.6,820.7,820.172
2026-07-09,12:30,13:25,13:30,820.7,821.3,820.6344
